64554,59105,14097
67880,84483,80607
76613,28180,40492
88294,63453,9700
31330,84955,85502
96692,50544,67083
82280,97859,42520
59380,20634,18076
57968,34999,64461
76986,66196,75490
71796,43277,94701
4464,26386,81334
93233,56878,37609
75556,14549,85824
88534,93664,80580
26277,91026,24788
56599,23040,28066
20863,90638,31625
56219,34974,27461
36683,80354,80711
69946,24689,42989
89614,12949,44473
32739,65463,312
91012,70523,84817
72540,31160,84739
72142,56042,33162
13553,48437,53203
69427,45536,66973
91995,90598,20895
75017,83135,51346
1754,81889,68964
38983,88844,40936
70513,75971,16388
24747,95215,49314
20066,61921,37501
52819,13197,21728
26040,3001,62375
55983,65595,23264
59953,324,16751
52871,1207,78794
14790,72283,88649
64357,68832,92030
74580,5697,6106
1533,81100,8725
43769,42620,90026
44769,24703,61386
4316,70808,44623
4738,49204,78746
9090,94358,1641
17999,81479,12130
27821,50112,40880
25236,32819,26295
43682,25733,16008
23302,39085,44295
9008,13667,99099
58753,97436,80702
93113,69117,87198
53665,28654,67672
34228,35025,39460
37824,72606,9713
82998,62446,29102
69626,98457,81942
27277,98583,17399
86110,56257,50479
39566,50670,98509
12747,20816,89106
88066,88756,36309
9938,61625,5594
5604,76888,95997
71359,5274,19490
18232,70993,65400
40688,71023,18230
97551,99082,3305
29188,40506,90803
91327,69929,25484
30948,32258,64739
52396,99377,63244
56691,62825,9832
62621,49043,82043
25342,75149,51057
52178,44199,54049
19883,70289,38069
33401,60212,90008
32610,85054,83546
12770,78227,94467
71236,36602,87791
25220,51228,6771
94437,68007,22773
15985,57623,67603
20763,82853,72570
41942,39990,29142
96999,97590,67157
20215,30841,72456
36181,2785,77477
11729,10980,1500
88356,89384,54041
35487,82620,2820
92333,10116,27347
90580,92340,83158
26143,96098,89972
11116,60061,37634
39650,46649,47222
55318,90060,85316
80126,19712,15750
85688,82754,77347
27122,5551,25155
22283,3491,85421
89887,59152,90953
53839,2501,23181
39118,44486,93792
52046,17546,78729
33246,39685,17481
36848,65451,14631
59551,83167,50889
67210,59996,23580
92130,38085,62354
15032,50652,82726
87937,55286,89246
45285,55519,4786
22931,34157,41307
11055,16493,58678
6205,57713,20144
781,84461,65647
3390,90948,71071
61823,52,89060
43675,63024,59812
37187,26264,16720
60645,23332,28923
1378,45603,37629
51269,23626,31732
1444,2435,2524
27,35972,91739
2220,16639,11694
69968,46774,86606
79881,28822,16070
83745,49318,87212
3389,91810,97467
38116,95168,92057
28292,93407,76197
27071,36392,30038
41467,97638,57359
6978,14206,22773
70689,25232,91253
28410,37966,43895
7777,70182,64464
33564,86877,33707
46187,48449,2408
62621,31379,73341
79528,11930,80723
58282,14176,10800
44113,88557,44654
94742,94721,60742
23602,58827,28984
96304,42085,19486
80425,36040,57987
7243,27482,23925
94061,52814,42554
24162,46190,57289
18672,76038,86067
38049,78841,97137
44365,26714,74265
5278,17779,26345
84295,66014,86385
51519,61599,47380
44378,17452,9524
2763,8432,80380
18864,21231,52137
79758,32849,11344
33679,88869,1618
87493,6392,41228
50970,39297,80076
89123,39949,5703
94891,42953,53566
81474,71847,87310
51632,28960,65008
25292,23508,90898
93695,45972,28165
27845,19386,72868
96233,78252,25576
41278,47819,40711
91373,79214,19374
51123,35471,66240
72653,6241,68914
4421,76846,16880
87782,20100,54884
45913,73595,89876
80418,48945,45747
41381,12114,29030
30122,63058,86120
95224,7705,87530
30598,70971,80781
12250,62917,89582
19108,37573,21099
86571,9263,36219
26702,12510,44843
95897,82781,44785
38733,77083,53913
35514,69705,5055
27249,48319,60158
25933,6016,75254
18835,33375,76960
92388,28612,50259
28560,78079,54441
89223,80164,40523
37662,29861,36717
53379,10331,27910
77886,92123,44923
3568,62922,75047
71564,59512,17630
6410,75482,23021
21695,74339,92960
36310,33134,90493
74125,81695,41669
54554,77270,97063
99879,55479,12173
37458,25578,68212
1458,72003,31970
93813,80213,75164
25132,10794,87876
7217,7623,33563
14131,62157,59702
1589,66029,50001
97696,80833,8585
34008,65168,41850
60151,47812,24510
70281,69422,10418
32489,63192,68044
52562,96680,5436
44537,81936,84290
5064,67380,89349
49771,85531,51269
27002,42183,89101
97119,44082,72266
83583,87699,15765
57511,90337,13745
47995,11706,61666
40464,14682,88733
36774,83633,28756
99865,61352,36736
54585,57464,77737
12989,97470,25699
8041,71606,54082
49347,79787,64171
39765,90410,79484
42816,15136,70798
81739,9207,32232
95722,51668,51412
12345,71074,75936
28501,14411,49175
79437,46038,25310
8037,14327,34490
80204,8680,70418
25873,13625,78336
378,89926,19520
31660,99837,71674
13096,90816,46820
88771,98746,73632
22274,34699,49455
38572,85172,66982
44166,59303,12633
76591,24173,29904
84590,62930,58521
5603,60522,19879
25856,71309,74767
52733,57689,10545
49743,38312,60295
56682,70479,44501
61781,34419,77736
89073,72398,6069
63782,27294,12966
90510,8610,64720
54039,14597,84002
35538,20947,31434
7753,21753,93278
17613,25307,7712
56243,64086,76079
24838,22483,51595
7041,89300,21293
51387,87573,30940
65500,92071,62909
54349,29889,62131
35080,26025,67411
79556,51718,97365
16576,11675,6185
18479,14237,2435
44558,77904,79354
95621,43550,88026
14601,91738,71170
83844,31430,56292
92206,86695,20446
96954,1669,16214
710,37462,68
89227,9785,54251
98910,88309,69366
76720,17359,94361
40821,28950,1462
74982,90055,56759
35626,85540,13866
12582,87493,44102
50183,87015,17673
69833,45158,81548
25856,51567,81157
15295,96023,27274
64951,79173,42181
83638,25646,75366
59413,19269,1215
65860,15082,85970
82609,60986,4313
24421,99800,93083
70307,27373,47235
79395,1666,92811
62132,96125,59229
8180,50885,78088
17756,35708,52252
67736,92056,38040
84810,57454,32534
96626,36512,70320
45931,75982,60570
78906,18754,81843
71213,67776,83352
46840,20014,53191
80904,63685,46215
9771,97375,22414
58135,46782,4193
8310,25790,81053
46554,83182,63233
75652,30740,21187
1967,36257,54872
56971,10556,65126
62658,48136,90133
76743,29678,64645
67960,42183,89831
17508,51843,90149
94147,89728,85114
92248,53979,59997
25589,65617,39832
28791,41375,56387
89994,96563,82715
18077,79598,72503
21720,66774,30553
42068,2706,3493
21577,13466,74977
18426,20635,32494
79736,83654,90686
76210,84063,53385
64891,46997,30716
3860,95913,17242
44095,89906,22645
62527,73938,79768
78691,48539,933
63671,72867,48402
87028,50715,80598
96621,50104,60633
94601,80954,33035
45958,37017,21112
34040,11852,47084
34278,64343,27609
37494,81670,4173
89487,88185,82068
75481,19390,93257
60235,33655,90128
39848,27707,77948
3931,17650,16690
76379,16701,94804
64987,12900,72946
56225,80414,68399
73444,60172,60253
777,44435,99823
57596,59018,69784
50359,38229,50926
18953,76142,64756
40522,88399,74294
48449,18814,33038
43155,82633,17915
10382,10105,86945
3564,82042,1208
61396,22976,6112
24128,48744,24424
26888,99664,98060
30603,94316,70573
90696,1123,69691
38724,50109,79632
43761,3130,91331
90172,81737,57318
45455,35166,42090
40491,4659,96827
93926,54008,98223
18212,90729,14621
9332,42283,38583
42099,87660,42161
2161,22727,65281
49992,44534,51241
77796,75917,65427
94859,70439,12355
21431,6023,64640
17726,18558,82542
91800,68557,38257
39052,79411,85809
87833,96624,43411
33949,64449,57805
15117,44946,74651
7917,63990,13479
59503,43445,33575
3329,89411,69435
68391,63449,60798
19416,18089,50999
51169,95106,26591
22508,83379,7501
3069,4947,16318
41940,34704,37679
34406,16384,21303
71228,7762,61008
73282,77157,58267
8119,28500,17788
2778,41404,72373
18276,76053,43072
28927,95079,24581
84322,68507,12884
34007,99721,18233
50731,22580,48020
82657,61732,29562
2123,79942,59123
19323,98669,70169
74489,40683,64878
20688,27169,48386
86961,93758,52669
44534,83169,5841
43468,6714,45798
48915,9005,74794
53642,62062,9636
97419,70572,27367
28698,33547,10938
46135,29789,44565
203,38767,85514
43192,4162,40517
37020,20181,64510
23328,48810,96680
17769,25213,4143
35558,1495,78881
56361,40176,62158
92817,20056,13827
76666,94677,82266
1286,20683,19034
12815,78876,55846
31187,99196,58146
41832,74466,65801
66855,92711,10327
19923,29860,8033
65190,4357,90851
92830,83674,4323
57193,95788,19330
27654,34950,33949
65843,94856,16056
38740,88992,74105
96783,44021,86555
69779,95679,27109
23177,22264,44910
56945,98901,90128
88015,56783,94487
93899,7659,35591
77270,93362,90723
16266,21809,87198
52126,13675,26689
95278,13055,38694
24091,56973,34004
7885,84123,27020
3406,93420,21369
98841,64316,39677
59220,35438,55639
25703,98930,43286
51904,55166,58115
14863,3305,84546
78901,71802,22422
48051,82879,21223
98033,34304,50264
51871,72086,10139
88735,30524,21266
54338,5701,50032
87616,56775,11321
42817,96890,92853
21617,23107,52538
393,47112,107
56472,55970,96325
6441,64412,74370
81520,82035,58468
81145,30627,15001
7607,41523,11232
66734,78115,65279
94847,48290,61840
56825,53,95870
65691,92115,76916
43243,77999,92314
40792,62729,17385
31025,47171,50607
19655,73644,69672
50054,15243,59810
7307,19814,51172
22388,94279,80429
70480,97853,13247
64911,51509,45931
51273,6130,47913
22766,74733,49882
46529,67690,5837
57653,58332,83619
37999,75491,82053
44387,41316,90570
80378,16926,52160
71791,4918,74227
64510,18845,13755
17697,4816,527
79921,60122,69785
99449,71646,17258
87833,49869,46838
55419,63445,37896
91718,71922,20405
60293,13544,86161
48769,17176,82339
72187,13209,54854
88848,13484,11615
13679,23458,40820
4866,59739,81750
72542,26731,52812
10047,12,39868
91684,32606,223
25655,74283,60109
52725,85786,57683
96111,42895,28555
22502,8925,41410
6763,59419,65995
17614,44388,50999
76581,18479,20215
19905,16975,85391
86439,31504,26764
87220,64108,53072
40806,83593,33611
88039,31370,49310
93310,78397,70139
55958,91726,34357
17726,25592,5256
42095,16406,13422
73725,79028,3009
554,67516,44043
96140,56640,22726
76698,13939,77678
82875,85307,83861
92016,47792,46274
48873,22848,81087
44977,9078,77009
28640,47240,64174
15998,70776,67015
9966,37660,72578
3828,57018,27447
19777,87904,66948
11506,74640,93420
72790,84612,57684
64098,65624,82446
40191,70362,86787
97295,10546,64647
80447,90604,78188
79257,97161,65254
84316,78820,28042
19890,62857,22871
18857,498,11086
51164,12168,88695
91679,88903,86776
58545,60077,97137
71185,95053,38444
7211,60448,87824
94013,71336,43173
96573,11480,4427
72235,74461,20702
57269,83954,37615
79288,46505,76399
80908,49546,22763
8883,71416,18442
11338,37325,51158
13173,38287,80518
63242,71916,13415
41796,82750,55495
86838,31233,2163
79973,10367,32382
46324,19247,3502
92284,93676,60228
57305,36877,67192
88405,70388,99059
53150,68738,39011
12157,70182,53909
58405,55938,70922
69737,2309,29903
28990,74661,51110
73653,73941,78068
31382,6373,54293
96,7934,37004
65911,15424,57318
18699,1130,5397
24099,21453,88191
39162,69835,56178
75296,65995,22821
53401,7060,60796
3906,26577,71026
64033,71716,817
99476,70148,6941
74707,77724,76277
49801,88426,79083
20733,53200,73333
52248,40273,4079
54830,76955,12101
61269,14949,65045
33563,25437,7627
67482,25681,87727
67034,93396,29377
42409,87106,8768
32070,15539,53117
53055,11462,78332
19007,49071,89793
29237,87280,30809
40555,42547,22527
36049,98214,70625
20739,4775,65525
29486,41045,53955
50580,98522,55664
16686,63296,80852
79877,5457,57118
33953,43658,90992
73413,25576,67942
49332,72650,58263
14118,79318,65472
49798,8335,3107
68355,45777,71153
45577,40633,64914
46581,20524,33129
54884,56857,97042
22030,35486,64753
57791,76400,71890
3380,9723,33153
857,4628,49620
31324,472,86624
92549,98115,74384
33711,26393,24944
16245,50338,84253
23238,32420,94256
17120,90214,60745
90927,79214,35452
11525,17255,99364
43705,32026,80567
34130,59823,16881
40918,76978,42351
40106,58987,16076
15790,7443,46320
89175,62806,34681
42769,14301,99759
64120,11630,80430
17733,79775,85095
53089,278,66112
90752,89616,34807
45428,68568,11037
61255,97475,42231
48994,76257,10050
29076,73330,68565
81158,69903,18851
69451,18745,89610
17898,85850,90868
88055,22040,52298
22664,29564,63755
6469,22596,90748
84098,11229,32379
27194,90453,20239
16975,87475,29318
4004,54308,90805
71175,16039,11370
65474,30851,14811
43363,37657,48922
54274,66202,52777
63832,84902,97290
88665,25086,46842
53960,85493,64505
98453,38583,21698
22849,76492,21239
27805,55452,80366
78374,66574,33984
72296,34317,53844
57303,80430,33387
30856,56975,33471
96941,76848,70658
76538,71795,17086
86822,59885,85390
2918,78475,28592
96767,29336,22436
4347,80323,94201
88800,54285,37490
69776,16240,9076
87526,49476,10467
78110,6634,94399
2424,26844,30419
48876,30273,25761
529,31169,5193
55772,65981,63905
39154,97501,63671
63503,46468,36114
22778,3889,36987
56155,12795,47397
43660,67134,84838
55665,30925,8002
17328,61406,12459
2736,48360,74603
30535,38212,62899
85304,67028,75580
59579,1885,34522
86360,82425,65445
40560,81182,1600
15569,98438,12081
25371,52686,32821
25820,35577,71049
70545,6158,49922
92169,28166,5115
17396,50306,83869
48099,65113,3380
17405,33718,4781
18754,96488,97691
20329,13555,13
90792,41811,83495
79233,35071,38171
97899,39309,80847
31537,13317,35989
92617,34961,46219
60029,49005,41619
54795,15325,40803
93542,94052,27132
79755,55844,32005
239,97163,18529
19693,60365,32216
43198,95842,37139
84379,80273,36036
19011,12326,42456
85467,85586,29979
52358,99381,46647
99966,32340,98511
48729,45771,26197
22004,28940,441
21924,97958,26369
24751,26515,23649
99043,68377,54707
52440,29247,10144
68677,72297,42749
8037,12501,58382
74086,65621,49286
17734,6750,92340
38540,72176,25532
3120,2637,52800
80307,84470,73181
88517,63311,5288
87305,46712,3118
90499,10072,37031
30798,13255,89542
82390,50321,19300
35886,33512,64587
37267,43115,95499
59359,76803,12489
14350,13799,87619
68867,56708,92806
75736,96844,3168
32526,16457,31484
60696,76276,99068
71014,7187,69157
7123,95847,85496
11197,15649,72274
17527,82301,47132
40813,63999,38477
9912,71694,92429
84574,73219,54379
65793,21022,54021
48419,35278,52753
82521,90966,21985
20520,20450,46468
40367,45621,62638
18854,38238,67137
5753,81039,68491
39283,5102,23839
82092,31729,23808
31780,63793,98746
86434,12683,24424
12214,4777,81750
88004,58958,33193
7331,95503,13202
18638,77414,45094
62837,17997,63742
94993,42418,1723
12906,3758,32739
9191,23342,43196
57449,49361,85325
1703,4861,87650
46112,99596,60844
63758,19856,19894
91067,52856,61430
57196,18648,17101
23544,51575,19405
18862,90291,83553
90226,49828,39322
98541,27527,10172
5064,25197,99541
83096,61805,80719
77142,46943,96951
78538,48440,49161
19452,89383,29542
3971,28471,57456
71054,33726,23873
49173,72376,38508
58475,55376,55078
16065,8314,40676
8013,10457,28040
4376,62727,84567
43135,13079,11825
48959,42241,75525
30792,9745,90427
15418,42810,49106
48501,6787,84237
1085,29196,94384
50436,20113,1278
46630,39436,3345
34658,82362,72303
45789,622,84195
83335,73473,80796
64363,26557,84724
21121,26924,81822
5162,87890,79987
91130,26660,32222
89513,48392,4475
57785,42511,71558
56574,70126,51311
30177,73224,90882
95532,92420,57811
67996,66738,9532
88095,45783,69174
21374,93491,63446
93858,51083,73036
84978,42413,49322
41477,80097,39947
46550,49962,48185
65895,5408,22317
23455,9690,22586
81327,51896,40441
81620,80547,60245
97095,80673,75916
70911,66610,31423
31313,81641,23267
69484,47966,51840
25435,66978,73120
16424,85130,31046
82924,60716,49972
39296,35937,78360
32732,11270,37460
55832,68832,45939
81918,18123,45068
82854,24747,38377
35567,49125,8303
42904,31064,83412
89350,46424,81340
29278,27616,29223
49961,55814,87225
88542,30663,78101
71991,43552,52029
97200,91139,2751
64277,65887,46361
45711,86263,88211
46443,15530,84421
86368,27578,33794
49894,74914,33018
51313,2073,93645
72852,52936,52740
72474,42444,18972
93262,10663,90140
67399,22612,20360
2434,94062,12769
42561,28352,14384
84488,58728,2768
93001,9598,96802
80458,7038,39990
41277,31368,50805
